SEAM slot,SEAM pin,Signal ID,Pigtail slot,Pigtail pin,GBTx ID,Conn to PT,DCB slot,DCB pin,Conn to other DCBs
0,E31,DC2_ELK_CH9_N,1,I30,00 - 3,True,,,False
0,E32,DC2_ELK_CH9_P,1,J30,00 - 3,True,,,False
0,A19,DC3_ELK_CH0_N,,,,False,,,False
0,A20,DC3_ELK_CH0_P,,,,False,,,False
0,A23,DC3_ELK_CH1_N,,,,False,,,False
0,A24,DC3_ELK_CH1_P,,,,False,,,False
0,F21,DC3_ELK_CH10_N,1,F08,00 - 4,True,,,False
0,F22,DC3_ELK_CH10_P,1,E08,00 - 4,True,,,False
0,F25,DC3_ELK_CH11_N,1,F09,00 - 4,True,,,False
0,F26,DC3_ELK_CH11_P,1,E09,00 - 4,True,,,False
0,B21,DC3_ELK_CH2_N,,,,False,,,False
0,B22,DC3_ELK_CH2_P,,,,False,,,False
0,B25,DC3_ELK_CH3_N,1,E10,00 - 4,True,,,False
0,B26,DC3_ELK_CH3_P,1,F10,00 - 4,True,,,False
0,C19,DC3_ELK_CH4_N,1,A11,00 - 4,True,,,False
0,C20,DC3_ELK_CH4_P,1,B11,00 - 4,True,,,False
0,C23,DC3_ELK_CH5_N,1,C11,00 - 4,True,,,False
0,C24,DC3_ELK_CH5_P,1,D11,00 - 4,True,,,False
0,D21,DC3_ELK_CH6_N,1,C10,00 - 4,True,,,False
0,D22,DC3_ELK_CH6_P,1,D10,00 - 4,True,,,False
0,D25,DC3_ELK_CH7_N,,,,False,,,False
0,D26,DC3_ELK_CH7_P,,,,False,,,False
0,E19,DC3_ELK_CH8_N,1,C09,00 - 4,True,,,False
0,E20,DC3_ELK_CH8_P,1,D09,00 - 4,True,,,False
0,E23,DC3_ELK_CH9_N,1,D08,00 - 4,True,,,False
0,E24,DC3_ELK_CH9_P,1,C08,00 - 4,True,,,False
0,A11,DC4_ELK_CH0_N,,,,False,,,False
0,A12,DC4_ELK_CH0_P,,,,False,,,False
0,A15,DC4_ELK_CH1_N,,,,False,,,False
0,A16,DC4_ELK_CH1_P,,,,False,,,False
0,F13,DC4_ELK_CH10_N,1,A03,00 - 5,True,,,False
0,F14,DC4_ELK_CH10_P,1,B03,00 - 5,True,,,False
0,F17,DC4_ELK_CH11_N,1,A04,00 - 5,True,,,False
0,F18,DC4_ELK_CH11_P,1,B04,00 - 5,True,,,False
0,B13,DC4_ELK_CH2_N,,,,False,,,False
0,B14,DC4_ELK_CH2_P,,,,False,,,False
0,B17,DC4_ELK_CH3_N,1,C04,00 - 5,True,,,False
0,B18,DC4_ELK_CH3_P,1,C03,00 - 5,True,,,False
0,C11,DC4_ELK_CH4_N,1,C02,00 - 5,True,,,False
0,C12,DC4_ELK_CH4_P,1,C01,00 - 5,True,,,False
0,C15,DC4_ELK_CH5_N,1,D02,00 - 5,True,,,False
0,C16,DC4_ELK_CH5_P,1,D01,00 - 5,True,,,False
0,D13,DC4_ELK_CH6_N,1,D03,00 - 5,True,,,False
0,D14,DC4_ELK_CH6_P,1,D04,00 - 5,True,,,False
0,D17,DC4_ELK_CH7_N,,,,False,,,False
0,D18,DC4_ELK_CH7_P,,,,False,,,False
0,E11,DC4_ELK_CH8_N,1,A01,00 - 5,True,,,False
0,E12,DC4_ELK_CH8_P,1,B01,00 - 5,True,,,False
0,E15,DC4_ELK_CH9_N,1,A02,00 - 5,True,,,False
0,E16,DC4_ELK_CH9_P,1,B02,00 - 5,True,,,False
0,A3,DC5_ELK_CH0_N,,,,False,,,False
0,A4,DC5_ELK_CH0_P,,,,False,,,False
0,A7,DC5_ELK_CH1_N,,,,False,,,False
0,A8,DC5_ELK_CH1_P,,,,False,,,False
0,F5,DC5_ELK_CH10_N,0,J21,00 - 6,True,,,False
0,F6,DC5_ELK_CH10_P,0,I21,00 - 6,True,,,False
0,F9,DC5_ELK_CH11_N,0,G20,00 - 6,True,,,False
0,F10,DC5_ELK_CH11_P,0,H20,00 - 6,True,,,False
0,B5,DC5_ELK_CH2_N,,,,False,,,False
0,B6,DC5_ELK_CH2_P,,,,False,,,False
0,B9,DC5_ELK_CH3_N,0,I19,00 - 6,True,,,False
0,B10,DC5_ELK_CH3_P,0,J19,00 - 6,True,,,False
0,C3,DC5_ELK_CH4_N,0,H23,00 - 6,True,,,False
0,C4,DC5_ELK_CH4_P,0,G23,00 - 6,True,,,False
0,C7,DC5_ELK_CH5_N,0,G21,00 - 6,True,,,False
0,C8,DC5_ELK_CH5_P,0,H21,00 - 6,True,,,False
0,D5,DC5_ELK_CH6_N,0,I20,00 - 6,True,,,False
0,D6,DC5_ELK_CH6_P,0,J20,00 - 6,True,,,False
0,D9,DC5_ELK_CH7_N,,,,False,,,False
0,D10,DC5_ELK_CH7_P,,,,False,,,False
0,E3,DC5_ELK_CH8_N,0,G18,00 - 6,True,,,False
0,E4,DC5_ELK_CH8_P,0,G19,00 - 6,True,,,False
0,E7,DC5_ELK_CH9_N,0,G22,00 - 6,True,,,False
0,E8,DC5_ELK_CH9_P,0,H22,00 - 6,True,,,False
0,H37,EC_ADC_2,,,,False,,,False
0,H38,EC_ADC_3,1,B05,None,True,,,False
0,H41,EC_ADC_4,,,,False,,,False
0,H42,EC_ADC_5,1,J27,None,True,,,False
0,H45,EC_ADC_6,,,,False,,,False
0,H46,EC_ADC_7,0,J27,None,True,,,False
0,D1,EC_ADC_REF13,,,,False,,,False
0,D2,EC_ADC_REF14,,,,False,,,False
0,E1,EC_ADC_REF15,,,,False,,,False
0,H9,EC_HYB_i2C_SCL_0,,,,False,,,False
0,H13,EC_HYB_i2C_SCL_1,1,A07,None,True,,,False
0,H17,EC_HYB_i2C_SCL_2,,,,False,,,False
0,H21,EC_HYB_i2C_SCL_3,1,G26,None,True,,,False
0,H25,EC_HYB_i2C_SCL_4,,,,False,,,False
0,H49,EC_HYB_i2C_SCL_5,0,G26,None,True,,,False
0,H10,EC_HYB_i2C_SDA_0,,,,False,,,False
0,H14,EC_HYB_i2C_SDA_1,1,B08,None,True,,,False
0,H18,EC_HYB_i2C_SDA_2,,,,False,,,False
0,H22,EC_HYB_i2C_SDA_3,1,I26,None,True,,,False
0,H26,EC_HYB_i2C_SDA_4,,,,False,,,False
0,H50,EC_HYB_i2C_SDA_5,0,I26,None,True,,,False
0,C1,EC_RESET_GPIO_0,,,,False,,,False
0,H27,EC_RESET_GPIO_1,1,A10,None,True,,,False
0,H11,EC_RESET_GPIO_2,,,,False,,,False
0,H15,EC_RESET_GPIO_3,1,J22,None,True,,,False
0,H19,EC_RESET_GPIO_4,,,,False,,,False
0,H23,EC_RESET_GPIO_5,0,J22,None,True,,,False
0,G23,EC_SEC_CLK_ELK_N,,,,False,9,G19,True
0,G24,EC_SEC_CLK_ELK_P,,,,False,9,G20,True
0,G15,EC_SEC_DIN_ELK_N,,,,False,9,G11,True
0,G16,EC_SEC_DIN_ELK_P,,,,False,9,G12,True
0,G7,EC_SEC_DOUT_ELK_N,,,,False,9,G3,True
0,G8,EC_SEC_DOUT_ELK_P,,,,False,9,G4,True
0,C2,GND,,,,False,,,False
0,E49,GND,,,,False,,,False
0,H3,GND,,,,False,,,False
0,H4,GND,,,,False,,,False
0,H7,GND,,,,False,,,False
0,H8,GND,,,,False,,,False
0,H12,GND,,,,False,,,False
0,H16,GND,,,,False,,,False
0,H20,GND,,,,False,,,False
0,H24,GND,,,,False,,,False
0,B3,GND,,,,False,,,False
0,B4,GND,,,,False,,,False
0,B7,GND,,,,False,,,False
0,B8,GND,,,,False,,,False
0,B11,GND,,,,False,,,False
0,B12,GND,,,,False,,,False
0,B15,GND,,,,False,,,False
0,B16,GND,,,,False,,,False
0,B19,GND,,,,False,,,False
0,B20,GND,,,,False,,,False
0,B23,GND,,,,False,,,False
0,B24,GND,,,,False,,,False
0,B27,GND,,,,False,,,False
0,B28,GND,,,,False,,,False
0,B31,GND,,,,False,,,False
0,B32,GND,,,,False,,,False
0,B35,GND,,,,False,,,False
0,B36,GND,,,,False,,,False
0,B39,GND,,,,False,,,False
0,B40,GND,,,,False,,,False
0,B43,GND,,,,False,,,False
0,B44,GND,,,,False,,,False
0,B47,GND,,,,False,,,False
0,B48,GND,,,,False,,,False
0,C5,GND,,,,False,,,False
0,C6,GND,,,,False,,,False
0,C9,GND,,,,False,,,False
0,C10,GND,,,,False,,,False
0,C13,GND,,,,False,,,False
0,C14,GND,,,,False,,,False
0,C17,GND,,,,False,,,False
0,C18,GND,,,,False,,,False
0,C21,GND,,,,False,,,False
0,C22,GND,,,,False,,,False
0,C25,GND,,,,False,,,False
0,C26,GND,,,,False,,,False
0,C29,GND,,,,False,,,False
0,C30,GND,,,,False,,,False
0,C33,GND,,,,False,,,False
0,C34,GND,,,,False,,,False
0,C37,GND,,,,False,,,False
0,C38,GND,,,,False,,,False
0,C41,GND,,,,False,,,False
0,C42,GND,,,,False,,,False
0,C45,GND,,,,False,,,False
0,C46,GND,,,,False,,,False
0,D3,GND,,,,False,,,False
0,D4,GND,,,,False,,,False
0,D7,GND,,,,False,,,False
0,D8,GND,,,,False,,,False
0,D11,GND,,,,False,,,False
0,D12,GND,,,,False,,,False
0,D15,GND,,,,False,,,False
0,D16,GND,,,,False,,,False
0,D19,GND,,,,False,,,False
0,D20,GND,,,,False,,,False
0,D23,GND,,,,False,,,False
0,D24,GND,,,,False,,,False
0,D27,GND,,,,False,,,False
0,D28,GND,,,,False,,,False
0,D31,GND,,,,False,,,False
0,D32,GND,,,,False,,,False
0,D35,GND,,,,False,,,False
0,D36,GND,,,,False,,,False
0,D39,GND,,,,False,,,False
0,D40,GND,,,,False,,,False
0,D43,GND,,,,False,,,False
0,D44,GND,,,,False,,,False
0,D47,GND,,,,False,,,False
0,D48,GND,,,,False,,,False
0,E5,GND,,,,False,,,False
0,E6,GND,,,,False,,,False
0,E9,GND,,,,False,,,False
0,E10,GND,,,,False,,,False
0,E13,GND,,,,False,,,False
0,E14,GND,,,,False,,,False
0,E17,GND,,,,False,,,False
0,E18,GND,,,,False,,,False
0,E21,GND,,,,False,,,False
0,E22,GND,,,,False,,,False
0,E25,GND,,,,False,,,False
0,E26,GND,,,,False,,,False
0,E29,GND,,,,False,,,False
0,E30,GND,,,,False,,,False
0,E33,GND,,,,False,,,False
0,E34,GND,,,,False,,,False
0,E37,GND,,,,False,,,False
0,E38,GND,,,,False,,,False
0,E41,GND,,,,False,,,False
0,E42,GND,,,,False,,,False
0,E45,GND,,,,False,,,False
0,E46,GND,,,,False,,,False
0,F3,GND,,,,False,,,False
0,F4,GND,,,,False,,,False
0,F7,GND,,,,False,,,False
0,F8,GND,,,,False,,,False
0,F11,GND,,,,False,,,False
0,F12,GND,,,,False,,,False
0,F15,GND,,,,False,,,False
0,F16,GND,,,,False,,,False
0,F19,GND,,,,False,,,False
0,F20,GND,,,,False,,,False
0,F23,GND,,,,False,,,False
0,F24,GND,,,,False,,,False
0,F27,GND,,,,False,,,False
0,F28,GND,,,,False,,,False
0,F31,GND,,,,False,,,False
0,F32,GND,,,,False,,,False
0,F35,GND,,,,False,,,False
0,F36,GND,,,,False,,,False
0,F39,GND,,,,False,,,False
0,F40,GND,,,,False,,,False
0,F43,GND,,,,False,,,False
0,F44,GND,,,,False,,,False
0,F47,GND,,,,False,,,False
0,F48,GND,,,,False,,,False
0,H28,GND,,,,False,,,False
0,H31,GND,,,,False,,,False
0,H32,GND,,,,False,,,False
0,H35,GND,,,,False,,,False
0,H36,GND,,,,False,,,False
0,H43,GND,,,,False,,,False
0,H44,GND,,,,False,,,False
